Name,Course title,Question,Answer,Get Real,Fill Buckets,Be Intentional,Foster Grit,Drive Growth,Alignment,Accountability,Communication,Leadership,Execution,FUSION Relationship Summary,COR Relationship Summary
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Making a mistake or missing a target,Joyful,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Completing a task ahead of schedule,Confident,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Participating in development or training,Valued,0.50,0.00,0.00,0.00,0.50,0.25,0.00,0.25,0.25,0.50,"Secondary: Get Real, Drive Growth","Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Taking on new responsibilities,Bored,0.50,0.00,0.00,0.00,0.00,0.25,1.00,0.25,0.25,0.50,Secondary: Get Real,"Primary: Accountability; Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Witnessing someone succeed or struggle,Distracted,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Working in a noisy or chaotic environment,Resentful,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Being excluded from decision-making,Proud,0.50,0.00,0.50,0.00,0.00,0.25,0.25,0.25,1.00,0.50,"Secondary: Get Real, Be Intentional","Primary: Leadership; Secondary: Execution; Tertiary: Alignment, Accountability, Communication"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,Balancing work and personal life,Disappointed,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,1. What patterns emerge in your connections?,Testing 4/21,0.50,0.50,0.00,0.00,0.00,0.50,0.25,0.25,0.25,0.50,"Secondary: Get Real, Fill Buckets","Secondary: Alignment, Execution; Tertiary: Accountability, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,2. Are there feelings that show up more often in your day-to-day experiences?,Testing 4/21,0.50,0.00,0.00,0.00,0.00,0.25,0.00,0.25,0.25,0.50,Secondary: Get Real,"Secondary: Execution; Tertiary: Alignment, Communication, Leadership"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,3. How can this awareness guide your actions or responses moving forward?,Testing 4/21,0.50,0.00,0.50,0.00,0.00,0.25,0.25,0.25,0.50,1.00,"Secondary: Get Real, Be Intentional","Primary: Execution; Secondary: Leadership; Tertiary: Alignment, Accountability, Communication"
scott-gusso,10 - Tools : Sustain - Self-Reflective Awareness Checklist,4. Which triggers or feelings might you want to manage differently to enhance your well-being?,Testing 4/21,0.50,0.50,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.50,"Secondary: Get Real, Fill Buckets","Secondary: Execution; Tertiary: Alignment, Accountability, Communication, Leadership"
scott-gusso,10 - Course - Topic : Crucial Conversations,What was your original plan?,-,0.00,0.00,0.50,0.00,0.00,0.00,0.25,1.00,0.25,0.25,Secondary: Be Intentional,"Primary: Communication; Tertiary: Accountability, Leadership, Execution"
scott-gusso,10 - Course - Topic : Crucial Conversations,"Review and save this resource for future use, Top 10 Tips for Conducting Effective Crucial Conversations. Then, set a timer and reflect on a previous challenging conversation. This conversation can be with a coworker, spouse, parent, child, etc. What did you do well, what could have been improved, how can you make these conversations more effective in the future?",-,0.50,0.00,0.50,0.00,0.50,0.25,0.25,1.00,0.25,0.25,"Secondary: Get Real, Be Intentional, Drive Growth","Primary: Communication; Tertiary: Alignment, Accountability, Leadership, Execution"
scott-gusso,10 - Course - Topic : Crucial Conversations,Rate your current ability to effectively conduct or facilitate crucial conversations. 1-5 (5 highest).,-,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.25,0.00,Tertiary: Get Real,Primary: Communication; Tertiary: Leadership
scott-gusso,10 - Course - Topic : Crucial Conversations,Prepare a strategy/plan with a few steps to take the next time you are faced with a situation where you need to leverage adaptability and adjust your approach.,-,0.00,0.25,0.50,1.00,0.50,0.50,0.50,1.00,0.25,0.25,"Primary: Foster Grit; Secondary: Be Intentional, Drive Growth; Tertiary: Fill Buckets","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,10 - Revitalize - Power Up with Mental Performance,Who are you telling yourself that you are? Your identity.,-,0.50,0.50,0.00,0.00,0.00,0.25,0.25,0.25,0.25,0.50,"Secondary: Get Real, Fill Buckets","Secondary: Execution; Tertiary: Alignment, Accountability, Communication, Leadership"
scott-gusso,10 - Revitalize - Power Up with Mental Performance,"How do you introduce yourselfâ€¦ what you do, who you are?",-,0.00,0.50,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.50,Secondary: Fill Buckets,"Secondary: Execution; Tertiary: Alignment, Accountability, Communication"
scott-gusso,10 - Revitalize - Power Up with Mental Performance,What do you often share with others? Post on social media?,-,0.25,1.00,0.00,0.25,0.00,0.50,0.50,0.50,0.00,0.50,"Primary: Fill Buckets; Tertiary: Get Real, Foster Grit","Secondary: Alignment, Accountability, Communication, Execution"
scott-gusso,10 - Revitalize - Power Up with Mental Performance,What do you get excited to tell people?,-,0.00,0.50,0.00,0.00,0.00,0.25,0.25,0.25,0.00,0.50,Secondary: Fill Buckets,"Secondary: Execution; Tertiary: Alignment, Accountability, Communication"
scott-gusso,10 - Revitalize - Power Up with Mental Performance,Does this align with who you are? Your why? Your Purpose?,-,0.25,0.50,1.00,0.00,0.25,1.00,0.25,0.25,0.50,0.50,"Primary: Be Intentional; Secondary: Fill Buckets; Tertiary: Get Real, Drive Growth","Primary: Alignment; Secondary: Leadership, Execution; Tertiary: Accountability, Communication"
scott-gusso,10 - Revitalize - Social Skils & Translation to Performance,Core values,-,0.50,0.00,0.00,0.00,0.00,1.00,0.00,0.50,0.25,0.50,Secondary: Get Real,"Primary: Alignment; Secondary: Communication, Execution; Tertiary: Leadership"
scott-gusso,11 - LMS Page 17,Part 1,7,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 1 Picture 1,Testing 3/26,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 2,3,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 1 Picture 2,Testing 3/26,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 3,1,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 2 Picture 1,Testing 3/26,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 4,5,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 2 Picture 2,Testing 3/26,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 5,8,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 3 Picture 1,Testing 3/26,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 6,4,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 3 Picture 2,Testing 3/26,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 7,2,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 4 Picture 1,Testing 3/26,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 8,6,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,Part 4 Picture 2,Testing 3/26,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - LMS Page 17,# of correct answers,8,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.25,0.00,Tertiary: Get Real,"Tertiary: Communication, Leadership"
scott-gusso,11 - Course - Topic : Goal Setting,"Do you know what the goals are for you, your team, your department, your organization as a whole?",Testing 7/23,0.25,0.00,1.00,0.00,0.25,0.50,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Execution; Secondary: Alignment, Leadership; Tertiary: Accountability"
scott-gusso,11 - Course - Topic : Goal Setting,Do you set goals for your personal life?,Testing 7/23,0.25,0.00,1.00,0.00,0.25,0.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth",Primary: Execution; Secondary: Leadership; Tertiary: Accountability
scott-gusso,11 - Course - Topic : Goal Setting,How do you track progress?,vTesting 7/23,0.25,0.00,1.00,0.00,0.25,0.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth",Primary: Execution; Secondary: Leadership; Tertiary: Accountability
scott-gusso,11 - Course - Topic : Goal Setting,How do you celebrate goal accomplishment?,vTesting 7/23,0.25,0.00,1.00,0.00,0.25,0.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth",Primary: Execution; Secondary: Leadership; Tertiary: Accountability
scott-gusso,11 - Course - Topic : Goal Setting,Rate your current ability to leverage effective goal-setting strategies 1-5 (5 highest).,4,0.25,0.00,1.00,0.00,0.25,0.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth",Primary: Execution; Secondary: Leadership; Tertiary: Accountability
scott-gusso,11 - Course - Topic : Goal Setting,Review your goals as a leader and then your teamâ€™s goals. What have you learned about goal-setting which you plan to apply within your team? (Optional),Testing 7/23,0.25,0.00,1.00,0.00,0.50,0.50,0.25,0.00,1.00,1.00,Primary: Be Intentional; Secondary: Drive Growth; Tertiary: Get Real,"Primary: Leadership, Execution; Secondary: Alignment; Tertiary: Accountability"
scott-gusso,11 - Course - Topic : Goal Setting Transform,"Do you know what the goals are for you, your team, your department, your organization as a whole?",goal-setting-transform/,0.25,0.00,1.00,0.00,0.25,0.50,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth","Primary: Execution; Secondary: Alignment, Leadership; Tertiary: Accountability"
scott-gusso,11 - Course - Topic : Goal Setting Transform,Do you set goals for your personal life?,goal-setting-transform/,0.25,0.00,1.00,0.00,0.25,0.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth",Primary: Execution; Secondary: Leadership; Tertiary: Accountability
scott-gusso,11 - Course - Topic : Goal Setting Transform,How do you track progress?,goal-setting-transform/,0.25,0.00,1.00,0.00,0.25,0.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth",Primary: Execution; Secondary: Leadership; Tertiary: Accountability
scott-gusso,11 - Course - Topic : Goal Setting Transform,How do you celebrate goal accomplishment?,goal-setting-transform/,0.25,0.00,1.00,0.00,0.25,0.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth",Primary: Execution; Secondary: Leadership; Tertiary: Accountability
scott-gusso,11 - Course - Topic : Goal Setting Transform,Rate your current ability to leverage effective goal-setting strategies 1-5 (5 highest).,5,0.25,0.00,1.00,0.00,0.25,0.00,0.25,0.00,0.50,1.00,"Primary: Be Intentional; Tertiary: Get Real, Drive Growth",Primary: Execution; Secondary: Leadership; Tertiary: Accountability
scott-gusso,11 - Course - Topic : Goal Setting Transform,Review your goals as a leader and then your teamâ€™s goals. What have you learned about goal-setting which you plan to apply within your team? (Optional),goal-setting-transform/,0.25,0.00,1.00,0.00,0.50,0.50,0.25,0.00,1.00,1.00,Primary: Be Intentional; Secondary: Drive Growth; Tertiary: Get Real,"Primary: Leadership, Execution; Secondary: Alignment; Tertiary: Accountability"
scott-gusso,11 - Course - Topic : De-escalation,What strategies did you use?,-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,1.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,11 - Course - Topic : De-escalation,What were the outcomes?,-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,1.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,11 - Course - Topic : De-escalation,What did you learn from the experience?,-,0.00,0.25,0.00,1.00,0.50,0.50,0.50,1.00,0.25,0.25,Primary: Foster Grit; Secondary: Drive Growth; Tertiary: Fill Buckets,"Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,11 - Course - Topic : De-escalation,Rate your current ability to de-escalate effectively. 1-5 (5 highest),-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,1.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,11 - Course - Topic : De-escalation,Rate your current ability to empower others to de-escalate effectively. 1-5 (5 highest),-,0.00,0.25,0.00,1.00,0.25,0.50,0.50,1.00,0.00,0.25,"Primary: Foster Grit; Tertiary: Fill Buckets, Drive Growth","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Execution"
scott-gusso,11 - Course - Topic : De-escalation,Prepare a strategy/plan with a few steps to take the next time you are faced with a situation where you need to leverage adaptability and adjust your approach.,-,0.00,0.25,0.50,1.00,0.50,0.50,0.50,1.00,0.25,0.25,"Primary: Foster Grit; Secondary: Be Intentional, Drive Growth; Tertiary: Fill Buckets","Primary: Communication; Secondary: Alignment, Accountability; Tertiary: Leadership, Execution"
scott-gusso,11 - Course - Topic : Mental Health Awareness Transform,Signs of stress or struggle to be mindful of in your interactions?,-,0.50,1.00,0.50,0.25,0.00,0.25,0.50,0.50,0.25,1.00,"Primary: Fill Buckets; Secondary: Get Real, Be Intentional; Tertiary: Foster Grit","Primary: Execution; Secondary: Accountability, Communication; Tertiary: Alignment, Leadership"
scott-gusso,11 - Course - Topic : Mental Health Awareness Transform,Opportunities for you to regularly check in with those around you and meaningful questions to ask?,-,0.50,1.00,0.00,0.25,0.50,0.25,0.50,0.50,0.25,0.25,"Primary: Fill Buckets; Secondary: Get Real, Drive Growth; Tertiary: Foster Grit","Secondary: Accountability, Communication; Tertiary: Alignment, Leadership, Execution"
scott-gusso,11 - Course - Topic : Mental Health Awareness Transform,Key local resources or contacts that could be helpful if someone needs support?,-,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication; Tertiary: Alignment, Leadership"
scott-gusso,11 - Course - Topic : Mental Health Awareness Transform,Rate your current ability to promote mental health awareness. 1-5 (5 highest).,-,0.50,1.00,0.00,0.25,0.00,0.25,0.50,0.50,0.25,0.00,Primary: Fill Buckets; Secondary: Get Real; Tertiary: Foster Grit,"Secondary: Accountability, Communication; Tertiary: Alignment, Leadership"
